5863;1
4223;2
7476;6
4572;2
7477;4
4573;6
4618;1
2126;1
51;2
1947;2
279;1
4622;2
862;3
280;1
630;1
631;4
2049;4
5707;14
6985;2
6986;1
281;9
383;2
5250;1
5301;1
4050;2
139;3
3820;3
6180;4
6072;2
7840;1
6548;2
1948;3
5866;1
5061;7
2050;6
4051;1
4574;10
7841;1
2457;1
6988;1
5708;1
36;3
5251;6
1549;1
632;1
4625;2
7026;3
875;2
3507;4
7842;2
3852;3
4291;3
6781;1
6550;1
7254;3
7844;4
1764;1
796;3
3228;1
5709;1
4469;3
6782;1
1949;1
4293;2
633;1
6073;2
6989;9
5062;1
5351;1
795;1
52;1
5352;4
53;62
6990;4
6074;1
6991;5
1950;2
2222;1
6992;3
6993;2
3313;2
2223;1
2857;1
6552;2
3510;2
2858;1
6553;2
54;1
142;6
3824;3
3315;2
4053;2
5354;3
2225;2
6995;5
4054;2
3825;1
3826;2
1814;2
2680;8
2681;2
6997;8
55;1
284;4
634;2
6998;2
635;5
2682;1
2683;4
2684;1
56;1
6075;13
3319;1
4294;52
6556;2
1767;3
57;1
6076;3
1768;2
3511;11
1815;6
3321;2
4055;1
6364;2
1551;3
4576;9
2051;1
58;3
3828;5
4470;1
3512;7
6786;1
1951;11
4616;8
7590;3
6557;9
1952;1
4295;52
1953;2
3322;2
6787;1
2862;1
6077;2
3829;1
636;3
1816;7
4296;41
6558;2
6365;2
3323;2
1954;1
797;10
7003;6
7004;2
1553;1
7000;1
6999;2
7005;12
6541;1
5269;3
4297;1
1955;2
6788;1
5358;1
7257;2
4056;4
1557;1
6790;1
1558;1
3513;1
5367;1
2685;1
4577;1
3144;1
0;2
864;3
4057;2
2686;2
7006;5
7853;2
6559;1
7854;2
7009;1
4471;1
4059;7
7011;1
3830;3
148;11
4224;1
6078;4
798;1
6079;1
1769;1
2687;3
4473;2
1770;29
7013;10
4298;5
7015;4
1771;2
149;1
3833;1
4578;2
289;3
7856;2
2688;5
4579;7
1956;1
4475;11
4476;9
2689;3
6560;1
2232;1
3609;1
1561;1
3229;6
638;1
4981;2
4889;4
6564;1
4982;5
4628;2
6565;1
3835;4
4477;1
1957;3
6080;1
1958;1
1959;5
6192;1
59;10
2233;1
4478;2
6194;1
1820;9
3836;1
6195;6
1960;1
2052;2
7595;1
3837;3
6197;1
1822;2
639;2
6791;1
640;14
3230;1
6081;2
291;78
1961;5
2235;1
2053;4
2870;2
1563;2
7858;1
7859;1
7860;2
6792;1
2871;1
2236;1
3232;10
152;5
6793;1
3326;2
7861;5
3327;1
1962;1
7019;3
2692;9
7016;3
7584;3
4480;3
3233;2
2873;3
4481;1
2462;2
4299;3
60;3
3839;2
7020;1
2839;1
7021;1
1945;2
2693;1
6372;2
155;11
3330;2
4626;6
1823;1
7001;12
2463;1
2127;9
4629;1
6373;2
866;2
3147;1
4983;1
4890;1
7478;7
6543;1
6374;5
5762;2
1;6
1963;1
3148;6
6568;5
4631;2
799;8
3514;10
3842;1
2464;2
3331;1
7865;2
7023;2
3149;1
3332;1
4632;3
294;3
4225;2
7024;1
4483;15
5252;3
3150;2
4635;2
3234;5
5710;1
6082;6
4636;1
2;2
1185;16
7868;1
4639;2
4302;16
4638;2
7025;1
3843;1
4643;1
5284;1
295;1
6376;1
2465;3
2452;1
4580;8
4485;5
1190;1
4645;2
6200;2
1772;8
4486;2
7568;1
3335;2
389;1
2047;1
5764;1
1964;1
390;5
867;4
868;2
2129;1
3152;3
392;8
1965;5
1966;3
4303;16
6571;1
870;4
6796;2
4648;2
860;1
4650;2
5711;3
7870;2
6572;2
3515;4
3516;2
2467;1
2695;8
4065;1
4066;6
5766;1
3235;1
5712;32
3517;1
27;1
3194;9
5253;15
4488;2
7486;6
1967;1
4652;2
7260;4
1564;6
641;3
3606;2
1566;8
3236;1
4067;1
4654;2
1827;1
2130;8
5254;1
871;2
3847;1
3848;3
3;1
800;2
5255;8
2131;3
6379;2
6;1
156;7
3153;1
3223;3
5768;6
3614;8
2696;4
3154;1
7874;2
2887;3
6987;1
1812;1
7545;1
4674;1
4068;2
4069;3
395;24
4984;23
873;1
874;2
4892;1
872;1
3237;8
3338;2
5884;2
61;1
7028;3
4658;2
3156;6
6083;3
6084;2
3157;10
643;8
7875;1
2889;9
2054;2
4634;1
6794;2
5382;1
644;70
876;40
4071;1
1171;1
6085;2
2055;9
3518;7
6575;1
877;2
3519;6
5286;6
3853;1
7487;2
3854;6
62;3
4226;2
878;2
64;1
1968;1
3345;2
7565;4
879;1
5073;3
4894;1
801;1
158;6
6380;1
2471;6
2244;1
7488;31
4288;1
4661;2
4881;6
4896;2
3347;9
1773;6
3855;1
6381;1
1111;8
645;3
880;532
5769;1
396;4
4897;5
7880;1
6799;4
4663;1
5713;2
6577;1
397;2
65;2
4227;2
1774;7
5285;1
7030;1
7490;16
6382;2
2697;6
4666;6
4072;1
3616;9
8;1
3520;1
4895;1
1567;1
4074;2
4899;1
3238;2
2698;1
3521;2
3158;8
399;1
6579;2
4228;4
4307;1
300;1
3603;3
3522;3
4229;2
881;2
2469;2
5389;6
2056;2
7881;3
3860;1
3862;1
3861;1
6581;2
3864;4
7032;2
6384;1
3865;1
3866;1
2057;1
3523;2
2249;3
4985;1
4308;2
1211;3
3351;2
6800;1
3619;5
3352;2
6086;2
7035;3
302;2
4491;3
4493;20
2700;2
2701;2
1809;1
4494;1
2702;2
2058;4
4495;1
1775;1
4496;1
3353;3
1835;2
3524;1
3867;1
7608;10
3620;3
160;1
161;2
7038;5
162;1
7039;1
1836;8
1837;5
168;25
4581;5
7044;4
7046;3
171;1
7047;1
178;4
4865;4
7491;2
3161;1
3354;1
4669;2
2703;1
883;4
3213;9
2133;2
4885;2
306;5
648;3
6210;1
7492;7
7610;2
5889;1
11;1
7493;1
4883;5
7494;3
2474;2
2475;1
2134;6
4671;1
7054;7
1831;3
180;3
7055;1
3355;2
66;1
649;2
3357;2
181;3
7495;160
4986;1
3358;2
3359;6
802;2
7886;2
2477;4
6388;1
4582;4
2478;9
2059;1
4311;20
4987;2
4312;1
4901;1
7056;3
5891;1
7273;2
67;1
2135;1
2136;7
1969;5
7057;1
6087;2
3240;5
4903;1
3363;2
3241;3
68;1
69;3
7058;2
2137;1
7888;2
2480;1
4498;1
3871;4
6391;1
7890;4
6088;6
1776;3
6801;1
1840;8
1839;2
